Serial Data Number,Serial Sheet Number,JIS Code,EBCDIC Code,4 Character Code,Evaluation of Individual Character Image,Evaluation of Character Group,Sample Position Y on Sheet,Sample Position X on Sheet,Male-Female Code,Age of Writer,Industry Classification Code,Occupation Classification Code,Sheet Gatherring Date,Scanning Date,Number of X-Axis Sampling Points,Number of Y-Axis Sampling Points,Number of Levels of Pixel,Magnification of Scanning Lenz,Serial Data Number (old)
503371,5065,b8,88,H KU,0,0,1,7,1,20,9144,11,741202,741216,72,76,16,133,0
503372,5065,b9,89,H KE,0,0,1,8,1,20,9144,11,741202,741216,72,76,16,133,0
503373,5065,ba,8a,H KO,0,0,1,9,1,20,9144,11,741202,741216,72,76,16,133,0
503374,5065,bb,8c,H SA,0,0,2,0,1,20,9144,11,741202,741216,72,76,16,133,0
503375,5065,bc,8d,H SI,0,0,2,1,1,20,9144,11,741202,741216,72,76,16,133,0
503376,5065,bd,8e,H SU,0,0,2,2,1,20,9144,11,741202,741216,72,76,16,133,0
503377,5065,be,ef,H SE,0,0,2,3,1,20,9144,11,741202,741216,72,76,16,133,0
503378,5065,bf,90,H SO,0,0,2,4,1,20,9144,11,741202,741216,72,76,16,133,0
503379,5065,c0,91,H TA,0,0,2,5,1,20,9144,11,741202,741216,72,76,16,133,0
503380,5065,c1,92,H TI,0,0,2,6,1,20,9144,11,741202,741216,72,76,16,133,0
503381,5065,c2,93,H TU,0,0,2,7,1,20,9144,11,741202,741216,72,76,16,133,0
503382,5065,c3,94,H TE,0,0,2,8,1,20,9144,11,741202,741216,72,76,16,133,0
503383,5065,c4,95,H TO,0,0,2,9,1,20,9144,11,741202,741216,72,76,16,133,0
503384,5065,c5,96,H NA,0,0,3,0,1,20,9144,11,741202,741216,72,76,16,133,0
503385,5065,c6,97,H NI,0,0,3,1,1,20,9144,11,741202,741216,72,76,16,133,0
503386,5065,c7,98,H NU,0,0,3,2,1,20,9144,11,741202,741216,72,76,16,133,0
503387,5065,c8,99,H NE,0,0,3,3,1,20,9144,11,741202,741216,72,76,16,133,0
503388,5065,c9,9a,H NO,0,0,3,4,1,20,9144,11,741202,741216,72,76,16,133,0
503389,5065,ca,9d,H HA,0,0,3,5,1,20,9144,11,741202,741216,72,76,16,133,0
503390,5065,cb,9e,H HI,0,0,3,6,1,20,9144,11,741202,741216,72,76,16,133,0
503391,5065,cc,9f,H HU,0,0,3,7,1,20,9144,11,741202,741216,72,76,16,133,0
503392,5065,cd,a2,H HE,0,0,3,8,1,20,9144,11,741202,741216,72,76,16,133,0
503393,5065,ce,a3,H HO,0,0,3,9,1,20,9144,11,741202,741216,72,76,16,133,0
503394,5065,cf,a4,H MA,0,0,4,0,1,20,9144,11,741202,741216,72,76,16,133,0
503395,5065,d0,a5,H MI,0,0,4,1,1,20,9144,11,741202,741216,72,76,16,133,0
503396,5065,d1,a6,H MU,0,0,4,2,1,20,9144,11,741202,741216,72,76,16,133,0
503397,5065,d2,a7,H ME,0,0,4,3,1,20,9144,11,741202,741216,72,76,16,133,0
503398,5065,d3,a8,H MO,0,0,4,4,1,20,9144,11,741202,741216,72,76,16,133,0
503399,5065,d4,a9,H YA,0,0,4,5,1,20,9144,11,741202,741216,72,76,16,133,0
503400,5065,b2,82,H YI,0,0,4,6,1,20,9144,11,741202,741216,72,76,16,133,0
503401,5065,d5,aa,H YU,0,0,4,7,1,20,9144,11,741202,741216,72,76,16,133,0
503402,5065,b4,84,H YE,0,0,4,8,1,20,9144,11,741202,741216,72,76,16,133,0
503403,5065,d6,ac,H YO,0,0,4,9,1,20,9144,11,741202,741216,72,76,16,133,0
503404,5065,d7,ad,H RA,0,0,5,0,1,20,9144,11,741202,741216,72,76,16,133,0
503405,5065,d8,ae,H RI,0,0,5,1,1,20,9144,11,741202,741216,72,76,16,133,0
503406,5065,d9,af,H RU,0,0,5,2,1,20,9144,11,741202,741216,72,76,16,133,0
503407,5065,da,ba,H RE,0,0,5,3,1,20,9144,11,741202,741216,72,76,16,133,0
503408,5065,db,bb,H RO,0,0,5,4,1,20,9144,11,741202,741216,72,76,16,133,0
503409,5065,dc,bc,H WA,0,0,5,5,1,20,9144,11,741202,741216,72,76,16,133,0
503410,5065,a8,7b,H WI,0,0,5,6,1,20,9144,11,741202,741216,72,76,16,133,0
503411,5065,b3,83,H WU,0,0,5,7,1,20,9144,11,741202,741216,72,76,16,133,0
503412,5065,aa,7a,H WE,0,0,5,8,1,20,9144,11,741202,741216,72,76,16,133,0
503413,5065,a6,6f,H WO,0,0,5,9,1,20,9144,11,741202,741216,72,76,16,133,0
503414,5065,dd,bd,H  N,0,0,6,0,1,20,9144,11,741202,741216,72,76,16,133,0
503415,5066,b1,81,H  A,0,0,1,0,1,22,9144,11,741202,741216,72,76,16,133,0
503416,5066,b2,82,H  I,0,0,1,1,1,22,9144,11,741202,741216,72,76,16,133,0
503417,5066,b3,83,H  U,0,0,1,2,1,22,9144,11,741202,741216,72,76,16,133,0
503418,5066,b4,84,H  E,0,0,1,3,1,22,9144,11,741202,741216,72,76,16,133,0
503419,5066,b5,85,H  O,0,0,1,4,1,22,9144,11,741202,741216,72,76,16,133,0
503420,5066,b6,86,H KA,0,0,1,5,1,22,9144,11,741202,741216,72,76,16,133,0
503421,5066,b7,87,H KI,0,0,1,6,1,22,9144,11,741202,741216,72,76,16,133,0
503422,5066,b8,88,H KU,0,0,1,7,1,22,9144,11,741202,741216,72,76,16,133,0
503423,5066,b9,89,H KE,0,0,1,8,1,22,9144,11,741202,741216,72,76,16,133,0
503424,5066,ba,8a,H KO,0,0,1,9,1,22,9144,11,741202,741216,72,76,16,133,0
503425,5066,bb,8c,H SA,0,0,2,0,1,22,9144,11,741202,741216,72,76,16,133,0
503426,5066,bc,8d,H SI,0,0,2,1,1,22,9144,11,741202,741216,72,76,16,133,0
503427,5066,bd,8e,H SU,0,0,2,2,1,22,9144,11,741202,741216,72,76,16,133,0
503428,5066,be,ef,H SE,0,0,2,3,1,22,9144,11,741202,741216,72,76,16,133,0
503429,5066,bf,90,H SO,0,0,2,4,1,22,9144,11,741202,741216,72,76,16,133,0
503430,5066,c0,91,H TA,0,0,2,5,1,22,9144,11,741202,741216,72,76,16,133,0
503431,5066,c1,92,H TI,0,0,2,6,1,22,9144,11,741202,741216,72,76,16,133,0
503432,5066,c2,93,H TU,0,0,2,7,1,22,9144,11,741202,741216,72,76,16,133,0
503433,5066,c3,94,H TE,0,0,2,8,1,22,9144,11,741202,741216,72,76,16,133,0
503434,5066,c4,95,H TO,0,0,2,9,1,22,9144,11,741202,741216,72,76,16,133,0
503435,5066,c5,96,H NA,0,0,3,0,1,22,9144,11,741202,741216,72,76,16,133,0
503436,5066,c6,97,H NI,0,0,3,1,1,22,9144,11,741202,741216,72,76,16,133,0
503437,5066,c7,98,H NU,0,0,3,2,1,22,9144,11,741202,741216,72,76,16,133,0
503438,5066,c8,99,H NE,0,0,3,3,1,22,9144,11,741202,741216,72,76,16,133,0
503439,5066,c9,9a,H NO,0,0,3,4,1,22,9144,11,741202,741216,72,76,16,133,0
503440,5066,ca,9d,H HA,0,0,3,5,1,22,9144,11,741202,741216,72,76,16,133,0
503441,5066,cb,9e,H HI,0,0,3,6,1,22,9144,11,741202,741216,72,76,16,133,0
503442,5066,cc,9f,H HU,0,0,3,7,1,22,9144,11,741202,741216,72,76,16,133,0
503443,5066,cd,a2,H HE,0,0,3,8,1,22,9144,11,741202,741216,72,76,16,133,0
503444,5066,ce,a3,H HO,0,0,3,9,1,22,9144,11,741202,741216,72,76,16,133,0
503445,5066,cf,a4,H MA,0,0,4,0,1,22,9144,11,741202,741216,72,76,16,133,0
503446,5066,d0,a5,H MI,0,0,4,1,1,22,9144,11,741202,741216,72,76,16,133,0
503447,5066,d1,a6,H MU,0,0,4,2,1,22,9144,11,741202,741216,72,76,16,133,0
503448,5066,d2,a7,H ME,0,0,4,3,1,22,9144,11,741202,741216,72,76,16,133,0
503449,5066,d3,a8,H MO,0,0,4,4,1,22,9144,11,741202,741216,72,76,16,133,0
503450,5066,d4,a9,H YA,0,0,4,5,1,22,9144,11,741202,741216,72,76,16,133,0
503451,5066,b2,82,H YI,0,0,4,6,1,22,9144,11,741202,741216,72,76,16,133,0
503452,5066,d5,aa,H YU,0,0,4,7,1,22,9144,11,741202,741216,72,76,16,133,0
503453,5066,b4,84,H YE,0,0,4,8,1,22,9144,11,741202,741216,72,76,16,133,0
503454,5066,d6,ac,H YO,0,0,4,9,1,22,9144,11,741202,741216,72,76,16,133,0
503455,5066,d7,ad,H RA,0,0,5,0,1,22,9144,11,741202,741216,72,76,16,133,0
503456,5066,d8,ae,H RI,0,0,5,1,1,22,9144,11,741202,741216,72,76,16,133,0
503457,5066,d9,af,H RU,0,0,5,2,1,22,9144,11,741202,741216,72,76,16,133,0
503458,5066,da,ba,H RE,0,0,5,3,1,22,9144,11,741202,741216,72,76,16,133,0
503459,5066,db,bb,H RO,0,0,5,4,1,22,9144,11,741202,741216,72,76,16,133,0
503460,5066,dc,bc,H WA,0,0,5,5,1,22,9144,11,741202,741216,72,76,16,133,0
503461,5066,a8,7b,H WI,0,0,5,6,1,22,9144,11,741202,741216,72,76,16,133,0
503462,5066,b3,83,H WU,0,0,5,7,1,22,9144,11,741202,741216,72,76,16,133,0
503463,5066,aa,7a,H WE,0,0,5,8,1,22,9144,11,741202,741216,72,76,16,133,0
503464,5066,a6,6f,H WO,0,0,5,9,1,22,9144,11,741202,741216,72,76,16,133,0
503465,5066,dd,bd,H  N,0,0,6,0,1,22,9144,11,741202,741216,72,76,16,133,0
503466,5067,b1,81,H  A,0,0,1,0,1,20,9144,11,741202,741216,72,76,16,133,0
503467,5067,b2,82,H  I,0,0,1,1,1,20,9144,11,741202,741216,72,76,16,133,0
503468,5067,b3,83,H  U,0,0,1,2,1,20,9144,11,741202,741216,72,76,16,133,0
503469,5067,b4,84,H  E,0,0,1,3,1,20,9144,11,741202,741216,72,76,16,133,0
503470,5067,b5,85,H  O,0,0,1,4,1,20,9144,11,741202,741216,72,76,16,133,0
503471,5067,b6,86,H KA,0,0,1,5,1,20,9144,11,741202,741216,72,76,16,133,0
503472,5067,b7,87,H KI,0,0,1,6,1,20,9144,11,741202,741216,72,76,16,133,0
503473,5067,b8,88,H KU,0,0,1,7,1,20,9144,11,741202,741216,72,76,16,133,0
503474,5067,b9,89,H KE,0,0,1,8,1,20,9144,11,741202,741216,72,76,16,133,0
503475,5067,ba,8a,H KO,0,0,1,9,1,20,9144,11,741202,741216,72,76,16,133,0
503476,5067,bb,8c,H SA,0,0,2,0,1,20,9144,11,741202,741216,72,76,16,133,0
503477,5067,bc,8d,H SI,0,0,2,1,1,20,9144,11,741202,741216,72,76,16,133,0
503478,5067,bd,8e,H SU,0,0,2,2,1,20,9144,11,741202,741216,72,76,16,133,0
503479,5067,be,ef,H SE,0,0,2,3,1,20,9144,11,741202,741216,72,76,16,133,0
503480,5067,bf,90,H SO,0,0,2,4,1,20,9144,11,741202,741216,72,76,16,133,0
503481,5067,c0,91,H TA,0,0,2,5,1,20,9144,11,741202,741216,72,76,16,133,0
503482,5067,c1,92,H TI,0,0,2,6,1,20,9144,11,741202,741216,72,76,16,133,0
503483,5067,c2,93,H TU,0,0,2,7,1,20,9144,11,741202,741216,72,76,16,133,0
503484,5067,c3,94,H TE,0,0,2,8,1,20,9144,11,741202,741216,72,76,16,133,0
503485,5067,c4,95,H TO,0,0,2,9,1,20,9144,11,741202,741216,72,76,16,133,0
503486,5067,c5,96,H NA,0,0,3,0,1,20,9144,11,741202,741216,72,76,16,133,0
503487,5067,c6,97,H NI,0,0,3,1,1,20,9144,11,741202,741216,72,76,16,133,0
503488,5067,c7,98,H NU,0,0,3,2,1,20,9144,11,741202,741216,72,76,16,133,0
503489,5067,c8,99,H NE,0,0,3,3,1,20,9144,11,741202,741216,72,76,16,133,0
503490,5067,c9,9a,H NO,0,0,3,4,1,20,9144,11,741202,741216,72,76,16,133,0
503491,5067,ca,9d,H HA,0,0,3,5,1,20,9144,11,741202,741216,72,76,16,133,0
503492,5067,cb,9e,H HI,0,0,3,6,1,20,9144,11,741202,741216,72,76,16,133,0
503493,5067,cc,9f,H HU,0,0,3,7,1,20,9144,11,741202,741216,72,76,16,133,0
503494,5067,cd,a2,H HE,0,0,3,8,1,20,9144,11,741202,741216,72,76,16,133,0
503495,5067,ce,a3,H HO,0,0,3,9,1,20,9144,11,741202,741216,72,76,16,133,0
503496,5067,cf,a4,H MA,0,0,4,0,1,20,9144,11,741202,741216,72,76,16,133,0
503497,5067,d0,a5,H MI,0,0,4,1,1,20,9144,11,741202,741216,72,76,16,133,0
503498,5067,d1,a6,H MU,0,0,4,2,1,20,9144,11,741202,741216,72,76,16,133,0
503499,5067,d2,a7,H ME,0,0,4,3,1,20,9144,11,741202,741216,72,76,16,133,0
503500,5067,d3,a8,H MO,0,0,4,4,1,20,9144,11,741202,741216,72,76,16,133,0
503501,5067,d4,a9,H YA,0,0,4,5,1,20,9144,11,741202,741216,72,76,16,133,0
503502,5067,b2,82,H YI,0,0,4,6,1,20,9144,11,741202,741216,72,76,16,133,0
503503,5067,d5,aa,H YU,0,0,4,7,1,20,9144,11,741202,741216,72,76,16,133,0
503504,5067,b4,84,H YE,0,0,4,8,1,20,9144,11,741202,741216,72,76,16,133,0
503505,5067,d6,ac,H YO,0,0,4,9,1,20,9144,11,741202,741216,72,76,16,133,0
503506,5067,d7,ad,H RA,0,0,5,0,1,20,9144,11,741202,741216,72,76,16,133,0
503507,5067,d8,ae,H RI,0,0,5,1,1,20,9144,11,741202,741216,72,76,16,133,0
503508,5067,d9,af,H RU,0,0,5,2,1,20,9144,11,741202,741216,72,76,16,133,0
503509,5067,da,ba,H RE,0,0,5,3,1,20,9144,11,741202,741216,72,76,16,133,0
503510,5067,db,bb,H RO,0,0,5,4,1,20,9144,11,741202,741216,72,76,16,133,0
503511,5067,dc,bc,H WA,0,0,5,5,1,20,9144,11,741202,741216,72,76,16,133,0
503512,5067,a8,7b,H WI,0,0,5,6,1,20,9144,11,741202,741216,72,76,16,133,0
503513,5067,b3,83,H WU,0,0,5,7,1,20,9144,11,741202,741216,72,76,16,133,0
503514,5067,aa,7a,H WE,0,0,5,8,1,20,9144,11,741202,741216,72,76,16,133,0
503515,5067,a6,6f,H WO,0,0,5,9,1,20,9144,11,741202,741216,72,76,16,133,0
503516,5067,dd,bd,H  N,0,0,6,0,1,20,9144,11,741202,741216,72,76,16,133,0
503517,5068,b1,81,H  A,0,0,1,0,1,21,9144,11,741202,741216,72,76,16,133,0
503518,5068,b2,82,H  I,0,0,1,1,1,21,9144,11,741202,741216,72,76,16,133,0
503519,5068,b3,83,H  U,0,0,1,2,1,21,9144,11,741202,741216,72,76,16,133,0
503520,5068,b4,84,H  E,0,0,1,3,1,21,9144,11,741202,741216,72,76,16,133,0
503521,5068,b5,85,H  O,0,0,1,4,1,21,9144,11,741202,741216,72,76,16,133,0
503522,5068,b6,86,H KA,0,0,1,5,1,21,9144,11,741202,741216,72,76,16,133,0
503523,5068,b7,87,H KI,0,0,1,6,1,21,9144,11,741202,741216,72,76,16,133,0
503524,5068,b8,88,H KU,0,0,1,7,1,21,9144,11,741202,741216,72,76,16,133,0
503525,5068,b9,89,H KE,0,0,1,8,1,21,9144,11,741202,741216,72,76,16,133,0
503526,5068,ba,8a,H KO,0,0,1,9,1,21,9144,11,741202,741216,72,76,16,133,0
503527,5068,bb,8c,H SA,0,0,2,0,1,21,9144,11,741202,741216,72,76,16,133,0
503528,5068,bc,8d,H SI,0,0,2,1,1,21,9144,11,741202,741216,72,76,16,133,0
503529,5068,bd,8e,H SU,0,0,2,2,1,21,9144,11,741202,741216,72,76,16,133,0
503530,5068,be,ef,H SE,0,0,2,3,1,21,9144,11,741202,741216,72,76,16,133,0
503531,5068,bf,90,H SO,0,0,2,4,1,21,9144,11,741202,741216,72,76,16,133,0
503532,5068,c0,91,H TA,0,0,2,5,1,21,9144,11,741202,741216,72,76,16,133,0
503533,5068,c1,92,H TI,0,0,2,6,1,21,9144,11,741202,741216,72,76,16,133,0
503534,5068,c2,93,H TU,0,0,2,7,1,21,9144,11,741202,741216,72,76,16,133,0
503535,5068,c3,94,H TE,0,0,2,8,1,21,9144,11,741202,741216,72,76,16,133,0
503536,5068,c4,95,H TO,0,0,2,9,1,21,9144,11,741202,741216,72,76,16,133,0
503537,5068,c5,96,H NA,0,0,3,0,1,21,9144,11,741202,741216,72,76,16,133,0
503538,5068,c6,97,H NI,0,0,3,1,1,21,9144,11,741202,741216,72,76,16,133,0
503539,5068,c7,98,H NU,0,0,3,2,1,21,9144,11,741202,741216,72,76,16,133,0
503540,5068,c8,99,H NE,0,0,3,3,1,21,9144,11,741202,741216,72,76,16,133,0
503541,5068,c9,9a,H NO,0,0,3,4,1,21,9144,11,741202,741216,72,76,16,133,0
503542,5068,ca,9d,H HA,0,0,3,5,1,21,9144,11,741202,741216,72,76,16,133,0
503543,5068,cb,9e,H HI,0,0,3,6,1,21,9144,11,741202,741216,72,76,16,133,0
503544,5068,cc,9f,H HU,0,0,3,7,1,21,9144,11,741202,741216,72,76,16,133,0
503545,5068,cd,a2,H HE,0,0,3,8,1,21,9144,11,741202,741216,72,76,16,133,0
503546,5068,ce,a3,H HO,0,0,3,9,1,21,9144,11,741202,741216,72,76,16,133,0
503547,5068,cf,a4,H MA,0,0,4,0,1,21,9144,11,741202,741216,72,76,16,133,0
503548,5068,d0,a5,H MI,0,0,4,1,1,21,9144,11,741202,741216,72,76,16,133,0
503549,5068,d1,a6,H MU,0,0,4,2,1,21,9144,11,741202,741216,72,76,16,133,0
503550,5068,d2,a7,H ME,0,0,4,3,1,21,9144,11,741202,741216,72,76,16,133,0
503551,5068,d3,a8,H MO,0,0,4,4,1,21,9144,11,741202,741216,72,76,16,133,0
503552,5068,d4,a9,H YA,0,0,4,5,1,21,9144,11,741202,741216,72,76,16,133,0
503553,5068,b2,82,H YI,0,0,4,6,1,21,9144,11,741202,741216,72,76,16,133,0
503554,5068,d5,aa,H YU,0,0,4,7,1,21,9144,11,741202,741216,72,76,16,133,0
503555,5068,b4,84,H YE,0,0,4,8,1,21,9144,11,741202,741216,72,76,16,133,0
503556,5068,d6,ac,H YO,0,0,4,9,1,21,9144,11,741202,741216,72,76,16,133,0
503557,5068,d7,ad,H RA,0,0,5,0,1,21,9144,11,741202,741216,72,76,16,133,0
503558,5068,d8,ae,H RI,0,0,5,1,1,21,9144,11,741202,741216,72,76,16,133,0
503559,5068,d9,af,H RU,0,0,5,2,1,21,9144,11,741202,741216,72,76,16,133,0
503560,5068,da,ba,H RE,0,0,5,3,1,21,9144,11,741202,741216,72,76,16,133,0
503561,5068,db,bb,H RO,0,0,5,4,1,21,9144,11,741202,741216,72,76,16,133,0
503562,5068,dc,bc,H WA,0,0,5,5,1,21,9144,11,741202,741216,72,76,16,133,0
503563,5068,a8,7b,H WI,0,0,5,6,1,21,9144,11,741202,741216,72,76,16,133,0
503564,5068,b3,83,H WU,0,0,5,7,1,21,9144,11,741202,741216,72,76,16,133,0
503565,5068,aa,7a,H WE,0,0,5,8,1,21,9144,11,741202,741216,72,76,16,133,0
503566,5068,a6,6f,H WO,0,0,5,9,1,21,9144,11,741202,741216,72,76,16,133,0
503567,5068,dd,bd,H  N,0,0,6,0,1,21,9144,11,741202,741216,72,76,16,133,0
503568,5069,b1,81,H  A,0,0,1,0,1,21,9144,11,741202,741216,72,76,16,133,0
503569,5069,b2,82,H  I,0,0,1,1,1,21,9144,11,741202,741216,72,76,16,133,0
503570,5069,b3,83,H  U,0,0,1,2,1,21,9144,11,741202,741216,72,76,16,133,0
503571,5069,b4,84,H  E,0,0,1,3,1,21,9144,11,741202,741216,72,76,16,133,0
503572,5069,b5,85,H  O,0,0,1,4,1,21,9144,11,741202,741216,72,76,16,133,0
503573,5069,b6,86,H KA,0,0,1,5,1,21,9144,11,741202,741216,72,76,16,133,0
503574,5069,b7,87,H KI,0,0,1,6,1,21,9144,11,741202,741216,72,76,16,133,0
503575,5069,b8,88,H KU,0,0,1,7,1,21,9144,11,741202,741216,72,76,16,133,0
503576,5069,b9,89,H KE,0,0,1,8,1,21,9144,11,741202,741216,72,76,16,133,0
503577,5069,ba,8a,H KO,0,0,1,9,1,21,9144,11,741202,741216,72,76,16,133,0
503578,5069,bb,8c,H SA,0,0,2,0,1,21,9144,11,741202,741216,72,76,16,133,0
503579,5069,bc,8d,H SI,0,0,2,1,1,21,9144,11,741202,741216,72,76,16,133,0
503580,5069,bd,8e,H SU,0,0,2,2,1,21,9144,11,741202,741216,72,76,16,133,0
503581,5069,be,ef,H SE,0,0,2,3,1,21,9144,11,741202,741216,72,76,16,133,0
503582,5069,bf,90,H SO,0,0,2,4,1,21,9144,11,741202,741216,72,76,16,133,0
503583,5069,c0,91,H TA,0,0,2,5,1,21,9144,11,741202,741216,72,76,16,133,0
503584,5069,c1,92,H TI,0,0,2,6,1,21,9144,11,741202,741216,72,76,16,133,0
503585,5069,c2,93,H TU,0,0,2,7,1,21,9144,11,741202,741216,72,76,16,133,0
503586,5069,c3,94,H TE,0,0,2,8,1,21,9144,11,741202,741216,72,76,16,133,0
503587,5069,c4,95,H TO,0,0,2,9,1,21,9144,11,741202,741216,72,76,16,133,0
503588,5069,c5,96,H NA,0,0,3,0,1,21,9144,11,741202,741216,72,76,16,133,0
503589,5069,c6,97,H NI,0,0,3,1,1,21,9144,11,741202,741216,72,76,16,133,0
503590,5069,c7,98,H NU,0,0,3,2,1,21,9144,11,741202,741216,72,76,16,133,0
503591,5069,c8,99,H NE,0,0,3,3,1,21,9144,11,741202,741216,72,76,16,133,0
503592,5069,c9,9a,H NO,0,0,3,4,1,21,9144,11,741202,741216,72,76,16,133,0
503593,5069,ca,9d,H HA,0,0,3,5,1,21,9144,11,741202,741216,72,76,16,133,0
503594,5069,cb,9e,H HI,0,0,3,6,1,21,9144,11,741202,741216,72,76,16,133,0
503595,5069,cc,9f,H HU,0,0,3,7,1,21,9144,11,741202,741216,72,76,16,133,0
503596,5069,cd,a2,H HE,0,0,3,8,1,21,9144,11,741202,741216,72,76,16,133,0
503597,5069,ce,a3,H HO,0,0,3,9,1,21,9144,11,741202,741216,72,76,16,133,0
503598,5069,cf,a4,H MA,0,0,4,0,1,21,9144,11,741202,741216,72,76,16,133,0
503599,5069,d0,a5,H MI,0,0,4,1,1,21,9144,11,741202,741216,72,76,16,133,0
503600,5069,d1,a6,H MU,0,0,4,2,1,21,9144,11,741202,741216,72,76,16,133,0
503601,5069,d2,a7,H ME,0,0,4,3,1,21,9144,11,741202,741216,72,76,16,133,0
503602,5069,d3,a8,H MO,0,0,4,4,1,21,9144,11,741202,741216,72,76,16,133,0
503603,5069,d4,a9,H YA,0,0,4,5,1,21,9144,11,741202,741216,72,76,16,133,0
503604,5069,b2,82,H YI,0,0,4,6,1,21,9144,11,741202,741216,72,76,16,133,0
503605,5069,d5,aa,H YU,0,0,4,7,1,21,9144,11,741202,741216,72,76,16,133,0
503606,5069,b4,84,H YE,0,0,4,8,1,21,9144,11,741202,741216,72,76,16,133,0
503607,5069,d6,ac,H YO,0,0,4,9,1,21,9144,11,741202,741216,72,76,16,133,0
503608,5069,d7,ad,H RA,0,0,5,0,1,21,9144,11,741202,741216,72,76,16,133,0
503609,5069,d8,ae,H RI,0,0,5,1,1,21,9144,11,741202,741216,72,76,16,133,0
503610,5069,d9,af,H RU,0,0,5,2,1,21,9144,11,741202,741216,72,76,16,133,0
503611,5069,da,ba,H RE,0,0,5,3,1,21,9144,11,741202,741216,72,76,16,133,0
503612,5069,db,bb,H RO,0,0,5,4,1,21,9144,11,741202,741216,72,76,16,133,0
503613,5069,dc,bc,H WA,0,0,5,5,1,21,9144,11,741202,741216,72,76,16,133,0
503614,5069,a8,7b,H WI,0,0,5,6,1,21,9144,11,741202,741216,72,76,16,133,0
503615,5069,b3,83,H WU,0,0,5,7,1,21,9144,11,741202,741216,72,76,16,133,0
503616,5069,aa,7a,H WE,0,0,5,8,1,21,9144,11,741202,741216,72,76,16,133,0
503617,5069,a6,6f,H WO,0,0,5,9,1,21,9144,11,741202,741216,72,76,16,133,0
503618,5069,dd,bd,H  N,0,0,6,0,1,21,9144,11,741202,741216,72,76,16,133,0
503619,5070,b1,81,H  A,0,0,1,0,1,26,9144,11,741202,741216,72,76,16,133,0
503620,5070,b2,82,H  I,0,0,1,1,1,26,9144,11,741202,741216,72,76,16,133,0
503621,5070,b3,83,H  U,0,0,1,2,1,26,9144,11,741202,741216,72,76,16,133,0
503622,5070,b4,84,H  E,0,0,1,3,1,26,9144,11,741202,741216,72,76,16,133,0
503623,5070,b5,85,H  O,0,0,1,4,1,26,9144,11,741202,741216,72,76,16,133,0
503624,5070,b6,86,H KA,0,0,1,5,1,26,9144,11,741202,741216,72,76,16,133,0
503625,5070,b7,87,H KI,0,0,1,6,1,26,9144,11,741202,741216,72,76,16,133,0
503626,5070,b8,88,H KU,0,0,1,7,1,26,9144,11,741202,741216,72,76,16,133,0
503627,5070,b9,89,H KE,0,0,1,8,1,26,9144,11,741202,741216,72,76,16,133,0
503628,5070,ba,8a,H KO,0,0,1,9,1,26,9144,11,741202,741216,72,76,16,133,0
503629,5070,bb,8c,H SA,0,0,2,0,1,26,9144,11,741202,741216,72,76,16,133,0
503630,5070,bc,8d,H SI,0,0,2,1,1,26,9144,11,741202,741216,72,76,16,133,0
503631,5070,bd,8e,H SU,0,0,2,2,1,26,9144,11,741202,741216,72,76,16,133,0
503632,5070,be,ef,H SE,0,0,2,3,1,26,9144,11,741202,741216,72,76,16,133,0
503633,5070,bf,90,H SO,0,0,2,4,1,26,9144,11,741202,741216,72,76,16,133,0
503634,5070,c0,91,H TA,0,0,2,5,1,26,9144,11,741202,741216,72,76,16,133,0
503635,5070,c1,92,H TI,0,0,2,6,1,26,9144,11,741202,741216,72,76,16,133,0
503636,5070,c2,93,H TU,0,0,2,7,1,26,9144,11,741202,741216,72,76,16,133,0
503637,5070,c3,94,H TE,0,0,2,8,1,26,9144,11,741202,741216,72,76,16,133,0
503638,5070,c4,95,H TO,0,0,2,9,1,26,9144,11,741202,741216,72,76,16,133,0
503639,5070,c5,96,H NA,0,0,3,0,1,26,9144,11,741202,741216,72,76,16,133,0
503640,5070,c6,97,H NI,0,0,3,1,1,26,9144,11,741202,741216,72,76,16,133,0
503641,5070,c7,98,H NU,0,0,3,2,1,26,9144,11,741202,741216,72,76,16,133,0
503642,5070,c8,99,H NE,0,0,3,3,1,26,9144,11,741202,741216,72,76,16,133,0
503643,5070,c9,9a,H NO,0,0,3,4,1,26,9144,11,741202,741216,72,76,16,133,0
503644,5070,ca,9d,H HA,0,0,3,5,1,26,9144,11,741202,741216,72,76,16,133,0
503645,5070,cb,9e,H HI,0,0,3,6,1,26,9144,11,741202,741216,72,76,16,133,0
503646,5070,cc,9f,H HU,0,0,3,7,1,26,9144,11,741202,741216,72,76,16,133,0
503647,5070,cd,a2,H HE,0,0,3,8,1,26,9144,11,741202,741216,72,76,16,133,0
503648,5070,ce,a3,H HO,0,0,3,9,1,26,9144,11,741202,741216,72,76,16,133,0
503649,5070,cf,a4,H MA,0,0,4,0,1,26,9144,11,741202,741216,72,76,16,133,0
503650,5070,d0,a5,H MI,0,0,4,1,1,26,9144,11,741202,741216,72,76,16,133,0
503651,5070,d1,a6,H MU,0,0,4,2,1,26,9144,11,741202,741216,72,76,16,133,0
503652,5070,d2,a7,H ME,0,0,4,3,1,26,9144,11,741202,741216,72,76,16,133,0
503653,5070,d3,a8,H MO,0,0,4,4,1,26,9144,11,741202,741216,72,76,16,133,0
503654,5070,d4,a9,H YA,0,0,4,5,1,26,9144,11,741202,741216,72,76,16,133,0
